Ticker,Date,Open,High,Low,Close,Volume
MBB,11/1/2011,2.625283,2.625283,2.498545,2.498545,2719290.0
MBB,11/2/2011,2.462402,2.498614,2.389979,2.389979,1255220.0
MBB,11/3/2011,2.35378,2.389992,2.281356,2.371886,1193910.0
MBB,11/4/2011,2.390005,2.390005,2.335687,2.335687,483860.0
MBB,11/7/2011,2.335777,2.335777,2.227136,2.227136,1158750.0
MBB,11/8/2011,2.190971,2.209078,2.13665,2.172864,1105490.0
MBB,11/9/2011,2.154543,2.172648,2.100226,2.100226,740500.0
MBB,11/10/2011,2.063993,2.190729,2.063993,2.136414,1258020.0
MBB,11/11/2011,2.172864,2.209078,2.154757,2.172864,1024320.0
MBB,11/14/2011,2.154769,2.172876,2.136661,2.154769,681580.0
MBB,11/15/2011,2.154519,2.172624,2.136414,2.136414,333650.0
MBB,11/16/2011,2.136661,2.172876,2.118554,2.154769,963200.0
MBB,11/17/2011,2.154769,2.154769,2.118554,2.154769,833240.0
MBB,11/18/2011,2.13665,2.172864,2.100435,2.172864,1468870.0
MBB,11/21/2011,2.13659,2.245231,2.13659,2.245231,1247370.0
MBB,11/22/2011,2.245181,2.353819,2.245181,2.317606,1100380.0
MBB,11/23/2011,2.335726,2.353832,2.281406,2.299513,580420.0
MBB,11/24/2011,2.299551,2.299551,2.245231,2.245231,545770.0
MBB,11/25/2011,2.227136,2.245243,2.190923,2.227136,587810.0
MBB,11/28/2011,2.245206,2.317632,2.227099,2.281419,1119140.0
MBB,11/29/2011,2.281394,2.335713,2.281394,2.317606,1368920.0
MBB,11/30/2011,2.335751,2.335751,2.263325,2.263325,1192350.0
MBB,12/1/2011,2.281406,2.317619,2.281406,2.299513,903960.0
MBB,12/2/2011,2.299513,2.317619,2.281406,2.299513,505490.0
MBB,12/5/2011,2.299475,2.371899,2.299475,2.353793,915680.0
MBB,12/6/2011,2.353819,2.353819,2.317606,2.317606,709500.0
MBB,12/7/2011,2.357628,2.377608,2.297688,2.337648,1243680.0
MBB,12/8/2011,2.357557,2.357557,2.317599,2.317599,381970.0
MBB,12/9/2011,2.317494,2.317494,2.257559,2.277538,861100.0
MBB,12/12/2011,2.277595,2.317552,2.257616,2.297574,640030.0
MBB,12/13/2011,2.277538,2.317494,2.277538,2.277538,648920.0
MBB,12/14/2011,2.277743,2.277743,2.217802,2.257763,1185060.0
MBB,12/15/2011,2.277743,2.277743,2.197822,2.257763,582760.0
MBB,12/16/2011,2.257763,2.297723,2.237782,2.257763,510930.0
MBB,12/19/2011,2.237782,2.277743,2.237782,2.257763,468810.0
MBB,12/20/2011,2.237782,2.257763,2.237782,2.257763,560760.0
MBB,12/21/2011,2.257559,2.277538,2.257559,2.277538,588730.0
MBB,12/22/2011,2.277686,2.277686,2.217747,2.237726,587640.0
MBB,12/23/2011,2.237659,2.257638,2.21768,2.21768,597370.0
MBB,12/26/2011,2.217613,2.237592,2.1377,2.197635,1035190.0
MBB,12/27/2011,2.177613,2.177613,2.097701,2.097701,1727600.0
MBB,12/28/2011,2.097774,2.137732,2.077795,2.117753,1741660.0
MBB,12/29/2011,2.137849,2.157829,2.117869,2.157829,1019180.0
MBB,12/30/2011,2.157829,2.197789,2.157829,2.157829,510030.0
MBB,1/3/2012,2.157894,2.177875,2.137913,2.177875,462000.0
MBB,1/4/2012,2.157894,2.177875,2.117933,2.177875,368740.0
MBB,1/5/2012,2.177744,2.177744,2.117806,2.137785,478490.0
MBB,1/6/2012,2.137785,2.157764,2.117806,2.137785,331370.0
MBB,1/9/2012,2.157829,2.177809,2.117869,2.157829,464800.0
MBB,1/10/2012,2.1377,2.197635,2.1377,2.197635,897700.0
MBB,1/11/2012,2.21768,2.21768,2.197701,2.21768,653750.0
MBB,1/12/2012,2.217802,2.257763,2.197822,2.257763,475010.0
MBB,1/13/2012,2.257616,2.297574,2.257616,2.297574,425170.0
MBB,1/16/2012,2.297482,2.377394,2.297482,2.357416,553980.0
MBB,1/17/2012,2.377489,2.377489,2.297574,2.297574,645660.0
MBB,1/18/2012,2.297574,2.35751,2.277595,2.297574,343520.0
MBB,1/19/2012,2.337508,2.377465,2.317529,2.377465,268670.0
MBB,1/20/2012,2.377394,2.397372,2.337438,2.357416,275900.0
MBB,1/30/2012,2.377525,2.397504,2.337566,2.397504,457150.0
MBB,1/31/2012,2.397564,2.477483,2.377584,2.417544,822330.0
MBB,2/1/2012,2.417483,2.417483,2.357546,2.397504,586840.0
MBB,2/2/2012,2.437548,2.517467,2.437548,2.517467,1360930.0
MBB,2/3/2012,2.577265,2.637202,2.537308,2.557287,4077030.0
MBB,2/6/2012,2.597309,2.597309,2.497412,2.497412,1157510.0
MBB,2/7/2012,2.557427,2.557427,2.477508,2.517467,963570.0
MBB,2/8/2012,2.537485,2.617406,2.517505,2.617406,2496360.0
MBB,2/9/2012,2.617288,2.737164,2.617288,2.677226,4113510.0
MBB,2/10/2012,2.677119,2.717076,2.617183,2.637162,3139790.0
MBB,2/13/2012,2.653081,2.653081,2.569519,2.569519,949610.0
